fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
6.982664485107355,0.56874533524783,0.07724451716308817,5.5,0.09914232402832343,9.637774141845592,17.63777414184559,0.9967349545011353,3.3627554828369117,0.6111770869506624,11.055109656738237,6.637774141845592,0
8.871972999177741,0.5938060751850085,0.3357453233349239,3.8920405012333896,0.18684516893928488,30.3598649958887,69.0,0.9981812832214437,3.133632400986712,0.7698987469165259,9.89204050123339,5.640135004111299,0
8.979000023708528,0.6456026347608814,0.36708947281073845,1.7374210638619343,0.2575531562600962,5.083157919693187,61.916842080306814,0.9971316000094834,2.999584210401534,1.0937421063861934,9.337421063861935,5.0,0
7.550187005645196,0.41501870056451956,0.20018700564519576,3.8003740112903914,0.104,28.498129943548044,91.99251977419217,0.9978499625988709,3.1450187005645196,0.5749812994354804,9.1,5.0,0
7.71068958789731,0.43407587417848426,0.2762137917579462,2.41068958789731,0.10921481931136909,14.0,25.31068958789731,0.994339820590088,3.30961035357335,0.6766034381845965,12.0,6.0,0
7.428005505190593,0.6347688072930313,0.02018495416557497,3.445838531274563,0.09079392661432405,16.747688072930313,44.747688072930316,0.9971458385312746,3.376737064067003,0.5349537614586063,9.878467890604531,5.0,0
5.307668728412056,0.6569018555708497,0.006155418105862982,1.230777090529315,0.03884560366294796,16.615541810586297,45.3844581894137,0.9924322699654593,3.9761452004177533,0.5992331271587944,12.592331271587945,6.0,0
9.409089677608494,0.540227749926709,0.2504541452227602,2.8522741126904454,0.09159093064185138,9.772724194021233,59.77272419402123,0.9991572751286634,3.252954653209257,0.5245455161195753,9.561363790298937,5.0,0
9.389793529344374,0.43215038256522287,0.4465251174920595,2.459174117377495,0.08526489998854353,5.897935293443737,20.0,0.9976056875286571,3.146938058803312,0.5091858235900637,10.438761176066242,5.0,0
7.7470982536062305,0.5696720355120728,0.0874347666606663,2.3429773260908697,0.08042136043454781,18.380151159394202,29.0,0.9961920775608908,3.3085954652181737,0.592396976812116,10.24709825360623,6.0,0
7.241930715170541,0.7354095576684854,0.16168697809004165,2.1250609342701248,0.08141443241009541,12.416869780900416,80.41686978090041,0.9962502193633724,3.321638230673942,0.5283373956180084,9.84987813145975,5.4168697809004165,0
7.4920886871029,0.3580933484672825,0.5406487779065948,2.65395565644855,0.07165110858878625,23.0,43.4604434355145,0.9957506651532717,3.36920886871029,0.7711155202430074,11.585600908036952,6.269778282242751,0
7.827035505958441,0.2681106517875321,0.4462213035750642,2.054071011916881,0.07775887648961007,21.729644940415596,59.3648224702078,0.9971254071011917,3.34648224702078,0.684592898808312,10.829644940415598,6.0,0
8.294937919091367,0.6661682732562981,0.16537379505777638,2.335903447190124,0.07779517235950621,24.077103415703725,94.71806894380248,0.9973195641240336,3.2638551707851864,0.5620482764049378,9.679517235950621,5.640965528098758,0
8.44058209064693,0.5006036068465823,0.40608731359703976,2.120291045323466,0.07380436567985199,26.0,120.53381840887245,0.9970774185337523,3.2579708954676536,0.5566909204436221,9.246618159112757,5.0,0
8.737987227291512,0.7063394625154976,0.14558467274981463,1.5620127727084878,0.08240255454169756,4.0,10.810063863542439,0.9970872219793661,3.2739121340730635,0.6177108568022147,9.464528738594097,5.189936136457561,0
9.1,0.32632207318786965,0.25964316133458515,1.6894785178368228,0.06431564446489532,5.7017382738772575,10.0,0.9961702105629475,3.2150869136938627,0.5949130863061372,10.89121679171408,6.7017382738772575,0
8.356464637348822,0.5510474753855824,0.33556464637348826,2.3895252461441756,0.08123404028553469,24.0,121.11292927469765,0.9975790504922883,3.255564646373488,0.5789525246144176,9.455646463734883,5.0,0
7.464137841804641,0.3853105322102542,0.3095859570529944,2.4,0.06966208056539669,34.0,60.35862158195359,0.9950491037695033,3.3722759423758233,0.7567583886920662,11.184827050827845,6.0,0
12.335464323968548,0.40861877008348757,0.6175874866110083,2.3443304049606843,0.08958142704125809,5.911339190078631,18.088660809921368,1.0003113391900786,3.158226783801573,0.4970928647937095,9.668455538850601,5.0,0
7.089532941086633,0.5368035882936883,0.06895329410866334,1.7146538824787132,0.0708115929395594,15.0,23.979065882173266,0.9951244929178573,3.2952335294566835,0.658743952930396,10.804186823565347,6.0,0
8.16842268487505,1.33,0.0,1.7315773151249496,0.08131577315124949,3.0,12.0,0.9964,3.5331577315124947,0.486842268487505,10.9,5.0,0
7.460183021555648,0.7207338951666765,0.03886237204444707,1.534128838666588,0.07611376279555529,8.0,15.0,0.9950743118602222,3.265119325799988,0.5351193257999882,9.645505118222117,5.056881397777646,0
7.806610926488651,0.29506270770026777,0.3219414728130834,1.7867781470226984,0.06166945367556746,18.0,29.766527316221627,0.9945836817094459,3.297004180513351,0.6689874584599464,10.919832779465953,6.0,0
8.008524782120345,0.49616859632910343,0.32447313647155185,1.9,0.16679305321522775,14.297892545886207,38.0,0.9977863413554744,3.304885130727793,0.7840516456487934,9.119157018354484,5.702107454113793,0
6.431946553115422,0.5100594334379105,0.08662704437472635,3.7041603406537345,0.07199405665620895,11.331352218736317,31.337295562527366,0.9962744427575077,3.5136106893769155,0.6134323890631841,11.136106893769156,6.0,0
7.197301129337878,0.5837831451103537,0.06162404858065612,1.8,0.07659469678234342,15.675662902207073,34.0,0.9969891808864346,3.476486741955859,0.6935132580441414,10.094602258675756,5.675662902207073,0
10.459907591639846,0.5335530948815544,0.3622345255922276,2.5248753285648604,0.0998325021904324,26.81218832141215,99.0,0.9985035640880634,3.2352280729772307,0.8178688759498631,10.94568788332567,5.60406277380405,0
7.302501516568974,0.557312386257327,0.23462477251465394,2.8337401423016706,0.10088132961987112,12.0,71.2687613742673,0.9960048108696884,3.1158114763159426,0.6470622346004296,9.638743175439618,5.243746208577566,0
7.554581633726329,0.6891632674526588,0.09083673254734122,1.8362550988210118,0.07463744901178988,33.4541836627367,44.5458163372633,0.9955840632779707,3.2146214308252916,0.5337051040800258,10.064142872168611,5.545816337263294,0
7.2236839183495,0.6144297904741083,0.04122797278316656,2.0473678366989994,0.07647367836699,16.0,33.58772027216833,0.997265964756453,3.515350770061483,0.6958772027216833,10.2710517550485,6.412279727831666,0
9.689040856330113,1.2103021115471768,0.3517486152121059,2.0,0.08180661363400306,32.3263504225585,151.1305401690234,0.9979282029070371,3.153916205070702,0.5404432135218719,9.48694598309766,5.0,0
7.94982418002186,0.47017581997814006,0.13989450801311598,2.07526372996721,0.0745052745993442,6.0,18.0,0.9972376318649836,3.29,0.615017581997814,9.22508790998907,5.7491209001092995,0
11.640894679993131,0.3491597394003091,0.6815686862002404,2.160223669998283,0.08903642128002748,6.0,21.0,1.0000240894679993,3.1687955266000345,0.6260223669998283,9.260223669998283,6.0,0
11.692271556629729,0.530145173591135,0.5467634490607567,2.2323655093924337,0.09218830122376763,4.584543113259458,17.584543113259457,0.9990801879055253,3.1066182754696214,0.6590819820718379,10.083091377348108,5.584543113259458,0
11.903067818771582,0.5735575805796775,0.6630678187715822,2.552152919116896,0.07181593087370507,6.0306781877158215,37.03067818771582,0.999236813825259,3.0552152919116895,0.5612271275086329,10.092034563147463,5.061356375431642,0
10.764210987836691,0.5801273916377044,0.37752913809730976,2.3355125503909693,0.08688919606863593,17.86648235881844,63.622160786272815,0.9986775627519549,3.1340055292354467,0.6893462348827092,10.159944707645533,5.622160786272813,0
6.986851469080294,0.5249629410903025,0.25,2.5751852945484877,0.08329536025426491,9.937963236371218,37.06203676362878,0.9968071946330962,3.4407686032750777,0.5018611029088634,10.925555883645462,5.0,0
8.130347366345216,0.40786105346191354,0.3524972625766606,2.264277893076173,0.07280402114812005,23.660694732690434,48.0,0.9964086214843125,3.36375136871167,0.819283367922852,10.389250518842779,6.0,0
7.608304316047382,0.5604745323455647,0.25,2.397627338272177,0.09971947120982366,9.494068345680441,37.50593165431956,0.9965009071585196,3.3031611871609368,0.5151779496295867,10.39288201481653,5.0,0
9.173307790714901,0.45262497715546945,0.29866538953574506,2.2971538039793282,0.0888665389535745,12.51423098010336,62.0,0.9966404807516581,3.11533844185702,0.618665389535745,10.419038496683893,6.0,0
6.9154160074983135,0.5062452458607927,0.10529635488903873,1.7760875601378587,0.0803418977819435,11.341897781943509,23.34189778194351,0.9963479064992199,3.3536759112777403,0.5258102218056493,9.402569334583053,4.658102218056492,0
7.1984245723071405,0.629752432791122,0.00024756720887793293,1.89977493890102,0.09694598533624482,13.9977493890102,38.0,0.9967471867362627,3.3699324816703062,0.579864963340612,9.00067518329694,5.997749389010201,0
8.680695790392578,0.6374130262009278,0.3310044480346187,2.0548260524018556,0.1751509293447898,23.0,111.64478157205566,0.9972712738681224,3.1254826052401854,0.7239393170299797,9.245173947598145,5.0,0
11.58074429894281,0.3309798587596766,0.6864527144326978,2.388682139182553,0.08048309989711148,11.290542886539574,24.354728556730212,0.9962256742680763,3.063851140211438,0.6358108577307915,12.445271443269789,5.645271443269787,0
7.72126750030204,0.502021125005034,0.42989437497483,4.437957916180046,0.0708190125045306,25.198591666331065,121.40070416683447,0.9977205633334675,3.3079436666532427,0.69989437497483,10.099295833165533,5.0,0
10.18848538216048,0.288848538216048,0.48654561464814394,2.507883057283839,0.05796368439444319,5.0,13.0,0.997576970764321,3.0488485382160477,0.74575730891976,10.46545614648144,6.884853821604799,0
7.433452797147552,0.5827616477218864,0.2506618881140979,2.0233452797147553,0.09058721590729546,12.649820804278672,100.35017919572132,0.9959813954545167,3.214476704556227,0.618050174801972,9.935017919572132,5.1167263985737765,0
8.868139475582918,0.56,0.12192440822701073,1.7659302622085409,0.07965930262208541,10.0,21.41482565552135,0.9965232792061592,3.1790377958864946,0.4692587172239324,9.775552303343595,5.0,0
6.190731146277135,0.4654359089152928,0.16878250868418493,1.8161823234274523,0.053225451177150315,5.387274411424841,25.838176765725475,0.994523095793132,3.5196543265147704,0.8322545117715031,12.267635353145096,6.612725588575159,0
10.465969027293047,0.24,0.43361238908278105,1.8,0.07631938054586095,6.0,21.659690272930476,0.9976,3.223612389082781,1.0397907081879143,10.8,7.0,0
8.669559894882651,0.5418103079299742,0.08231866316275506,2.469559894882652,0.0852535655278954,12.0,48.442033420931125,0.9977174521029512,3.3365220052558673,0.5311593315813775,9.67681336837245,6.0,0
6.675883265596077,0.7733640487708247,0.031658987807293856,1.7407066124768615,0.06220122940457246,9.351766531192155,16.648233468807845,0.994712211983743,3.475376342816549,0.6159293387523138,11.111059918715293,6.0,0
7.424578516052315,0.6507531007728878,0.160168593579074,5.227950387633795,0.162224048727706,51.75421483947685,97.5084296789537,0.9972893367663496,3.2861446290130787,0.5073735548156945,9.579880177170024,5.0,0
8.164702018700009,0.3308819021816678,0.3796085300088872,1.855882996883332,0.06469606340605559,25.627446687444454,51.18627665627777,0.9946307851293855,3.372548933748889,0.7181372334372222,11.688234006233337,6.0,0
7.217848814136179,0.63,0.044279051308943385,2.1881007905758807,0.08017848814136179,17.0,88.1784881413618,0.9973732500992144,3.5139360672774385,0.58,9.8,6.0,0
7.2,0.49214815366087367,0.11838888475434473,1.8595061544637543,0.07729753077231877,9.648765386159386,27.648765386159386,0.9964798704213631,3.314586422968843,0.5767345766297167,9.794629615847816,6.0,0
9.427305486174097,0.5427350529663482,0.3331803849798833,2.3909131857717623,0.08718263715435243,35.13630221342357,67.0,0.9971454791146306,3.2822717035570594,0.7390868142282379,11.777282964429405,6.909131857717622,0
8.772851528445056,0.786684890838608,0.046971353712600736,2.309140611378022,0.08312005240117949,25.848567685630037,96.4542969431099,0.9976645025328783,3.3584856768563003,0.5315143231436996,10.015143231436996,5.0,0
7.363865903168565,0.5255172527344745,0.18141815200253442,2.2909664757921417,0.07738708094740177,12.0,56.47741618948035,0.9972774161894804,3.399290923998733,0.5745167621039293,9.104516762103929,5.477416189480354,0
7.818554612843642,1.0771716397248174,0.06814453871563578,3.219457979816366,0.08520361346789089,5.398193266054553,11.601806733945446,0.9970423629900902,3.5161084040367268,0.5561987407339992,11.120361346789089,3.6018067339454474,0
10.018263352578813,0.37399103121633054,0.40855686936103386,2.1418263352578815,0.07463473294842374,17.418263352578812,38.836526705157624,0.9967972034265588,3.192356298267907,0.5972604971131781,10.556257641647543,6.0,0
7.159853822091096,0.77116810459524,0.037956146627328706,4.5496345552277395,0.09001461779089043,4.401461779089043,11.802923558178087,0.9965211694232712,3.41,0.4622631202360278,10.940146177908904,4.598538220910957,0
7.998574677190121,0.4611402582479027,0.3346237039725076,1.9690422046831306,0.13062941606943163,5.338084409366261,17.33808440936626,0.9975154788976585,3.2966191559063374,0.9080045480661703,9.366191559063374,5.0,0
7.938047206765126,0.6688776815785293,0.026633044735587946,1.4380472067651255,0.09320987150389079,5.8731759774495815,13.0,0.9958307746650309,3.4008304748134037,0.5723905586469749,9.5,5.0,0
7.821651509887545,0.5095871225281139,0.29649545296626334,1.9,0.08474219715393595,19.350454703373668,145.17522735168683,0.9966276333217526,3.2235045470337367,0.5656696980224911,9.578348490112456,5.0,0
6.8650643260421935,0.696839034492405,0.0167467836978903,1.8325321630210971,0.06886865455223629,4.837339184894515,11.0,0.9961804807021873,3.4653605266405063,0.52,9.581330407552743,5.0,0
7.853126864701556,0.5973436567649222,0.14531268647015563,2.240619405895331,0.08042167920633658,3.0,15.265634323507781,0.9971546753794399,3.42,0.6850029835224901,10.720309702947667,6.265634323507782,0
9.087947841945132,0.6998805754812985,0.1504415467747295,2.646181654846213,0.08495584532252705,8.79116906450541,30.0,0.9982734129496791,3.317028597095595,0.6274701438703246,10.5,5.20883093549459,0
6.164421835812987,0.33932655074389617,0.23652997978455723,1.829282652642267,0.08646852244227626,5.0,31.941434694715465,0.9949129143226259,3.3781552446382053,0.4610835099024322,10.076573877886187,5.0,0
8.463848041675192,0.8461830689086172,0.1616214179492425,1.8342901586548297,0.14487509419847533,10.895267724365532,89.0,0.9962447633862183,3.183615195832481,0.7177191745203126,9.492397248401042,5.0,0
7.209540534561198,0.651076822395986,0.2571413518894923,4.392879721657616,0.056928797216576156,11.595229732719401,53.4047702672806,0.9953929078197205,3.364047702672806,0.5673798652535222,11.269028385254623,5.595229732719401,0
9.215278244847545,0.36359565306402525,0.35458347345426355,2.1128086938719495,0.06566513020335343,3.8719130612805053,15.0,0.996226236456939,3.2871913061280504,0.7974382612256101,10.995060898048807,5.871913061280505,0
11.742149646472258,0.36076220650987817,0.5280716548824086,2.0730944837253045,0.06596112871307623,16.730944837253045,40.0,0.9987844514852305,3.1061585289934146,0.5015396322483536,9.461585289934145,5.576981612417682,0
6.1,0.601997106090421,0.04072885122340675,2.227259573138277,0.07176384682978756,25.309038292553108,45.654519146276556,0.9941673174513299,3.514912510984048,0.5294605963563925,10.758163402393588,5.345480853723446,0
8.160602376305263,0.5762108317068424,0.04924702961841987,2.40150594076316,0.0900451782228948,19.0,58.196988118473676,0.9993962884766274,3.460602376305264,0.6165120198594745,9.477289306626313,5.80301188152632,0
8.027497992262642,0.5410418339781131,0.14895816602188683,3.448334671824905,0.08659721106812579,26.919442213625157,106.16111557274968,0.9972788728918758,3.1810418339781132,0.5329860553406289,9.308055778637485,5.0,0
7.8250491669878866,0.5849367459200735,0.07360415654715545,1.8792802846311918,0.0950792802846312,25.0,99.15856056926238,0.9954154286914675,3.332558337381138,0.5392071971536881,10.09207197153688,5.0,0
7.5473195517494025,0.6456585056031325,0.10682988793735067,2.3434149439686753,0.094,5.0,31.868298879373505,0.9979194047817961,3.539755168093974,0.7044871232689143,10.26439427159278,5.0,0
7.9792445090119895,0.2809198145457834,0.3871225963590328,2.3356129817951636,0.05301179600036171,3.9080185454216623,10.091981454578338,0.9933705182035686,3.3355188872747004,0.685282967267466,12.864387018204837,6.908018545421663,0
7.418893787649466,0.4945162324302491,0.21230380772918145,1.7585250501992884,0.07834100200797152,16.603687374501778,42.39631262549822,0.9965511503011958,3.413594388804804,0.5434100200797153,9.039631262549822,4.39631262549822,0
7.72220451886012,0.22148561226597202,0.349624613677034,2.22963258018998,0.0540375386322966,37.1110225943006,67.8889774056994,0.995964440903772,3.35963258018998,0.838139001411062,10.94440903772024,5.0,0
5.757816402719822,0.6657387782807208,0.011477556561441605,2.6793368212725253,0.06614346945701802,7.14346945701802,15.14346945701802,0.992671906176474,3.5070877488683783,0.5713918325789188,12.856959162894594,5.0,0
10.539421791225857,0.4739421791225857,0.6066819851742214,2.1697108956129285,0.1049421791225857,6.151445521935357,20.0,0.9967970630006067,3.241826537367757,0.6796879178515964,11.609132686838786,6.151445521935357,0
7.9,0.32731085937367277,0.3805880078078547,2.635711523381092,0.07119325781210183,14.432771484341819,36.43277148434182,0.9952239436326911,3.384033710939491,0.6898314453025457,12.686554296868364,6.865542968683638,0
7.525616228590012,0.5129936404428482,0.24891995604038236,2.1256162285900118,0.08840432017583846,16.40432017583847,39.40432017583847,0.9968803379393683,3.319783991208076,0.55,9.32129605275154,5.0,0
7.02418462155088,0.7844338472843281,0.07596922974151991,2.00806154051696,0.0929193845948304,10.0,19.0,0.9956806154051696,3.3991938459483038,0.47,9.96775383793216,5.0,0
7.9,0.4,0.2993956858902517,1.8,0.157,1.9395685890251657,44.939568589025164,0.9972718129423292,3.3093956858902516,0.9106043141097484,9.5,6.0,0
9.671406467788362,0.47164275758246277,0.5889887490591068,2.2755133617445193,0.3061940937569147,12.489732765109608,36.755133617445196,0.9976955752519371,3.184691982953288,0.6259240511401353,9.52654008523356,4.755133617445196,0
7.224012824514901,0.6541337608171633,0.10559230529105927,1.8,0.0720668804085817,13.0,40.0,0.9973307008653731,3.4689363257201435,0.5834649567313465,9.224012824514901,5.0,0
9.42256507606578,0.3751468398718303,0.3728438670938991,2.3970632025633947,0.07882843867093899,28.17156132906101,65.171561329061,0.9972574033474784,3.2097527854276926,0.59,9.748531601281698,5.171561329061009,0
7.951887945912732,0.33320747027248454,0.5219813243187887,2.5080186756812113,0.09027831918869098,18.0,80.16037351362422,0.9975583028864577,3.3667925297275154,0.7903775891825464,9.608018675681212,6.0,0
7.704632224453375,0.5552316112226688,0.16291549899598118,2.095367775546625,0.07675477234493563,7.0,28.0,0.9967138966733601,3.327084501004019,0.5238419438866563,9.543051663319938,5.523161122266876,0
8.10407450148933,0.43426368052395126,0.2594353882074321,1.5520372507446654,0.06884953436569169,8.369906873138337,20.0,0.996203856230375,3.308620487909566,0.7775552991064016,10.019121064920162,4.630093126861663,0
7.285673546940855,0.535421238449354,0.08884818032698819,1.5713470938817107,0.07554212384493539,5.17134709388171,20.0,0.9971286529061183,3.3148595871835487,0.7740171102848408,9.702808256329027,6.0,0
7.956693912009854,0.46330608799014644,0.14401634720591214,2.0649591319852196,0.07429918263970439,6.0,18.0,0.9972324795659926,3.29,0.6143306087990147,9.221653043995072,5.783469560049268,0
7.17229307502866,0.756862963717041,0.04168792250859801,4.5807326875716505,0.08877069249713399,4.277069249713399,11.554138499426799,0.9964216553997707,3.41,0.4398724649484119,10.927706924971341,4.722930750286601,0
7.0,0.662213679692826,0.08359756100138302,2.458616118691443,0.0894628844085393,15.059119830440796,20.940880169559204,0.9957791198304409,3.393597561001383,0.6130063626969751,11.223144220426967,6.0,0
7.737303752429261,0.26870420890016095,0.293573377186335,2.0621729207154353,0.05684948781580394,18.87565415856913,77.37303752429261,0.9954108646035772,3.1773560851147913,0.7912434584143088,10.738350406139869,6.0,0
10.16221940089558,0.281216595344712,0.4762326295792502,1.6625400855863455,0.06337353019516732,25.625400855863457,42.0,0.9961622194008956,3.1475347408414995,0.8112700427931728,10.587513361862115,6.1248663813788475,0
7.011623900158153,0.4523247800316305,0.3376752199683695,2.679658174723233,0.08255213525751225,16.0,72.0,0.9979331625740906,3.538376099841847,0.5991282074881386,9.497094024960463,5.0,0
8.640561829099637,0.42668912743124016,0.4321685487298911,2.1,0.09398839010521537,37.93707886066424,144.2913859071095,0.9972697004198107,3.0772022398767516,0.9378801679242348,9.406292113933576,5.0,0
7.3997189155668135,0.28446942972739436,0.3332958554089085,1.6555867871592431,0.0596131411653508,11.0,25.0,0.9963664792770446,3.347793393579621,0.833868588346492,9.089107510114701,6.277933935796215,0
7.1040285518778,0.5009484697645592,0.26872005474216043,2.8080571037555995,0.06936970763845195,6.040285518777998,16.0,0.9967813259019731,3.24765424856782,0.5271800136855401,10.287914344366602,5.0,0
8.181084565027831,0.6499967773492563,0.24432536950834932,2.0783731524582536,0.07402711412569576,11.0,40.594577174860845,0.9971459651076531,3.3721626847541746,0.5743253695083493,9.46488054262524,5.405422825139155,0
6.839079918074417,0.6129742699693608,0.27363014857476725,2.3065133196790697,0.0668141649598837,17.516283299197674,79.03256659839535,0.9955974128586784,3.519952177248721,0.7661398309438372,10.470690061444186,5.516283299197674,0
7.712903115953622,0.4335483819272293,0.3116129045181927,3.264516180727707,0.06309677387045183,9.419354774090365,28.580645225909635,0.9950993546939624,3.3009677387045184,0.5654838593362659,11.258064522590963,7.0,0
7.412812550350289,0.49295309730734155,0.4597499597197695,2.019218825525432,0.08574374899299424,21.12812550350288,72.87187449649711,0.9970768753021018,3.3702500402802302,0.5751250201401152,9.138437651050864,5.0,0
8.33445013745884,0.2762199450164644,0.36705754811059366,2.262199450164644,0.049521482130350944,4.0,10.65549862541161,0.994145141902054,3.279832479381174,0.7263874656352902,12.598324793811742,7.0,0
8.277533541463084,0.5944383385365771,0.2876984009755025,1.8962555902438474,0.18285469580483182,25.593610243903814,109.48127795121924,0.9963959808243898,3.0992511180487696,0.7450773141461956,9.559361024390382,5.518722048780763,0
11.804837518132945,0.5571610043519066,0.5647740029012711,2.0522599709872886,0.08070657315043964,4.809675036265889,17.80967503626589,0.9984948449057087,3.0976129985493643,0.6433227474613877,10.038064992746822,5.809675036265889,0
12.406012359813378,0.3927549023609719,0.5410959077717936,2.6,0.08314840153713678,25.049467179045593,68.09893435809119,0.9994307459493362,3.150494671790456,0.8051598462863226,10.375266410477204,5.950532820954409,0
7.913239689209375,0.20176529189458328,0.35,1.7,0.054154463040776035,6.977933851317709,15.0,0.9945945636581304,3.319558677026354,0.7986760310790626,11.897793385131772,7.0,0
6.694756381676812,0.32436968193599036,0.43440680712193236,2.3982521272256037,0.062031244936893715,24.01747872774396,34.03495745548792,0.9948461175547103,3.293146170993913,0.7984269145030435,11.594756381676811,7.0,0
9.3,0.4982773572187264,0.35397075026554237,1.825839641719104,0.08770368197973825,6.0,16.91386786093632,0.9970193282866248,3.265693393046816,0.765693393046816,10.834452855625473,5.913867860936319,0
8.022735864877486,0.5148490576584991,0.29071933896343805,1.9185613220731237,0.08038278340120592,8.0,21.814386779268762,0.9962322476651089,3.3025754711707505,0.5896981153169982,10.251509423415008,5.814386779268761,0
10.107531346428022,0.36196652474485874,0.4235564821683164,2.157949787117288,0.07163598296938305,13.719665247448587,27.0,0.9957501255029079,3.1160669505102825,0.84,11.484100425765424,6.280334752551412,0
7.152871863101549,0.5767820342246128,0.026435931550774353,2.166089828876936,0.1228552975186831,8.867820342246128,14.0,0.9951337849428874,3.392242271871687,0.5962628802138552,11.367820342246128,6.867820342246128,0
8.1360866161717,0.59360866161717,0.1339855639713835,2.1560144360286166,0.0826804330808585,12.75942255885534,106.68043308085849,0.9963120288720572,3.2291740151484905,0.6072173232343399,9.66804330808585,5.0,0
8.03406513082858,0.5559778024264784,0.11439565794476135,3.2371435532818977,0.09581100132729511,27.93186973834284,94.71208684110478,0.9979596921577547,3.218329552521525,0.5621978289723807,9.420439078497148,5.0,0
9.014285553507042,0.39761892435539925,0.34095240774882624,2.4857144464929575,0.0773333033213146,10.380951845023475,38.619048154976525,0.9961419040276821,3.339047704796244,0.6404762601469483,11.457143339478874,5.0,0
9.34910886745443,0.2918261633130796,0.40890869183434597,1.9945434591717301,0.08898107989354014,6.0,16.0545654082827,0.997978173836687,3.273997805088903,0.6874499560949792,9.716369622484809,5.0,0
7.240053886034128,0.5519083937419819,0.18016165810238502,3.9817243530921074,0.07579838341897614,13.79838341897615,85.80107772068257,0.9975961832125161,3.437903005138569,0.6561562694989722,9.900538860341284,5.0,0
8.568171138776295,0.3275674103000785,0.5172977690997643,1.980480655222135,0.1044610194994152,26.19519344777865,85.19519344777865,0.9964851406394972,3.283423213733438,0.5583030499279044,10.119665912724098,5.292790171667976,0
7.0,0.4001112219952083,0.2118604658321321,2.068250756163076,0.07496359951462854,15.616784634052749,20.38321536594725,0.9963367846340528,3.521860465832132,0.7356926194916046,10.498179975731427,6.0,0
12.613466888947668,0.5545701166975263,0.5202865888683158,2.6918336111845864,0.07846132444209324,5.216332777630827,18.78366722236917,0.9996163327776307,3.1443266555526166,0.5526933777895338,10.988967722501428,5.0,0
7.834453592440311,0.5339355663516796,0.1711484530813437,1.9,0.08221288672966408,12.557422654067185,35.0,0.9970229690616269,3.335406187674625,0.6032773203779844,9.221288672966407,6.442577345932816,0
10.409672542209757,0.24338538977341465,0.49,1.8338538977341468,0.07461309831160975,6.0,20.04836271104878,0.9977483627110488,3.183869016883903,1.050327457790244,10.985491186685366,6.0,0
7.661561173967753,0.41461462753440825,0.28050726858566044,2.520487584480275,0.0684360993241578,6.820487584480275,25.0,0.9961956291647057,3.2130731376720414,0.4382048758448027,10.274341309136192,5.179512415519725,0
7.86048878357472,0.48730753238643837,0.3577270837294272,2.030536324380075,0.1338704650878867,18.826340810950185,65.65268162190037,0.9970653849352271,3.3131704054750934,0.7598248404443712,9.430536324380075,5.173659189049813,0
6.717200880516294,0.5804802131776291,0.4389597312108155,10.489597312108156,0.08811201112231108,27.1160032440074,92.0,0.9980342009963737,3.2782799119483705,0.5388000463429629,9.735599397541483,5.411999536570372,0
7.947172022256873,0.6147309477854503,0.2,2.1412411555753557,0.07535310288893839,9.35310288893839,38.64689711106161,0.9982233110999332,3.4199725088804738,0.6270620577787678,9.33531028889384,5.0,0
7.119913345778313,0.6239935009333735,0.0600324953331325,2.139935009333735,0.07979978336444578,17.200216635554217,87.59956672889156,0.9973198591868897,3.5420129981332527,0.5779978336444578,9.699891682222892,6.0,0
6.56718778512698,0.4788280917351857,0.07210931322248773,1.8992183223095302,0.0733281221487302,30.3359389256349,39.109374049576736,0.9951343743537122,3.3754687024788366,0.6742967942140224,11.178125190084653,6.0,0
8.89555938513001,0.7458347694237537,0.20518646171000324,1.7522203074349951,0.07869627076579994,10.0,21.174067691449984,0.997038366030186,3.277815261598501,0.6299644309665038,9.930372923420006,5.0,0
5.589665931867167,0.5197758924105182,0.3894376377749062,5.589894225959428,0.05595061260025844,29.0,79.63145879258302,0.9929640590556273,3.4162917585166044,0.6157750551099626,11.978418687365291,5.631458792583021,0
7.86467835803616,0.5485087685271206,0.11802728848233635,2.2,0.1057294353481503,10.215594526787203,41.7844054732128,0.9970137621892852,3.2188070148216967,0.6049083831248958,9.41376218928512,5.0,0
7.3,0.6462011809495136,0.2519712598643552,1.959856299321776,0.09124023618990272,17.40143700678224,103.19712598643552,0.9961852358258327,3.271971259864355,0.5481005904747568,9.659137795930656,5.0,0
7.744444824962766,0.4962625709145066,0.17404050089961345,1.8898987477509663,0.08058585893178434,27.0,44.17171786356867,0.9958105052338457,3.3204039815966633,0.5565656427286266,10.465656427286266,5.414141068215666,0
7.246259554081249,0.4917751592206815,0.07925191081624974,5.445329617903979,0.08841124203896591,10.084108280147724,17.915891719852276,0.9968257015923748,3.373364331205909,0.68,11.212616242022158,6.957945859926138,0
8.021220322584808,0.551273131334413,0.29732105530209674,2.232891059903076,0.23497355161486008,9.0,26.0,0.9977376658525364,3.2385675622100187,0.7515651198190585,9.424668294927306,5.4588861751211555,0
7.465598470394593,0.29847314443783846,0.2736286459329723,2.0420358074162155,0.05887276203648654,38.789820962918924,65.81526855562161,0.9957196135581637,3.247068798893513,0.7562393881578369,10.628652181518916,5.0,0
